QuestionID	QuestionText	BlockID	BlockText	Answer	N	Percentage
Q01.1	Source of feedback from users on statistical products and services (e.g. needs, satisfaction) sought in the past five years	R01	User council or organized user group	1	56	60
Q01.1	Source of feedback from users on statistical products and services (e.g. needs, satisfaction) sought in the past five years	R01	User council or organized user group	0	37	40
Q01.1	Source of feedback from users on statistical products and services (e.g. needs, satisfaction) sought in the past five years	R02	User satisfaction surveys	1	71	76
Q01.1	Source of feedback from users on statistical products and services (e.g. needs, satisfaction) sought in the past five years	R02	User satisfaction surveys	0	22	24
Q01.1	Source of feedback from users on statistical products and services (e.g. needs, satisfaction) sought in the past five years	R03	Independent review(s) of key stakeholders' satisfaction	0	61	66
Q01.1	Source of feedback from users on statistical products and services (e.g. needs, satisfaction) sought in the past five years	R03	Independent review(s) of key stakeholders' satisfaction	1	32	34
Q01.1	Source of feedback from users on statistical products and services (e.g. needs, satisfaction) sought in the past five years	R04	User workshops/ stakeholder coordination meetings 	1	77	83
Q01.1	Source of feedback from users on statistical products and services (e.g. needs, satisfaction) sought in the past five years	R04	User workshops/ stakeholder coordination meetings 	0	16	17
Q01.1	Source of feedback from users on statistical products and services (e.g. needs, satisfaction) sought in the past five years	R05	Website traffic analysis	1	64	69
Q01.1	Source of feedback from users on statistical products and services (e.g. needs, satisfaction) sought in the past five years	R05	Website traffic analysis	0	29	31
Q01.1	Source of feedback from users on statistical products and services (e.g. needs, satisfaction) sought in the past five years	R06	None of the above	0	93	100
Q01.1	Source of feedback from users on statistical products and services (e.g. needs, satisfaction) sought in the past five years	R07	Does not know 	0	93	100
Q01.1	Source of feedback from users on statistical products and services (e.g. needs, satisfaction) sought in the past five years	R08	Other		81	87
Q01.1	Source of feedback from users on statistical products and services (e.g. needs, satisfaction) sought in the past five years	R08	Other	Emails, verbal or written comments  from users	1	1
Q01.1	Source of feedback from users on statistical products and services (e.g. needs, satisfaction) sought in the past five years	R08	Other	We do not have feedback methods  yet.	1	1
Q01.1	Source of feedback from users on statistical products and services (e.g. needs, satisfaction) sought in the past five years	R08	Other	Workshp with data journalists	1	1
Q01.1	Source of feedback from users on statistical products and services (e.g. needs, satisfaction) sought in the past five years	R08	Other	INFORMATION REQUESTS	1	1
Q01.1	Source of feedback from users on statistical products and services (e.g. needs, satisfaction) sought in the past five years	R08	Other	gathering feedback from users requesting statistical information	1	1
Q01.1	Source of feedback from users on statistical products and services (e.g. needs, satisfaction) sought in the past five years	R08	Other	Hotline, social network	1	1
Q01.1	Source of feedback from users on statistical products and services (e.g. needs, satisfaction) sought in the past five years	R08	Other	Independent reviews purchased by Statistics Norway	1	1
Q01.1	Source of feedback from users on statistical products and services (e.g. needs, satisfaction) sought in the past five years	R08	Other	Social media	1	1
Q01.1	Source of feedback from users on statistical products and services (e.g. needs, satisfaction) sought in the past five years	R08	Other	Since 2012, the Rosstat has a Public Council, which is designed to ensure that the needs and interests of citizens of the Russian Federation are taken into account when implementing state policy in the field of official statistics, as well as with a view to undertake public control over Rosstat activities.	1	1
Q01.1	Source of feedback from users on statistical products and services (e.g. needs, satisfaction) sought in the past five years	R08	Other	Registre des visites de la bibliothèque de l'ANSD	1	1
Q01.1	Source of feedback from users on statistical products and services (e.g. needs, satisfaction) sought in the past five years	R08	Other	Analysis of Information Requests	1	1
Q01.1	Source of feedback from users on statistical products and services (e.g. needs, satisfaction) sought in the past five years	R08	Other	Articles regarding methodologies and/or experimental estimates invite datauser feedback	1	1
